0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
1204,None,None,Shyam Lal College (Evening),None,None,B.A Program (Hindi + Economics),None,None,4,None,None,5,None,None,0,None,None,1,None,None,1,None,None,0,None,None,1,None,None
1205,None,None,Shyam Lal College (Evening),None,None,B.A Program (Hindi + History),None,None,2,None,None,0,None,None,1,None,None,2,None,None,1,None,None,0,None,None,1,None,None
1206,None,None,Shyam Lal College (Evening),None,None,B.A Program (Computer Applications + Political Science),None,None,6,None,None,0,None,None,2,None,None,0,None,None,1,None,None,0,None,None,1,None,None
,S. NO.,,,NAME OF THE COLLEGE,,,NAME OF THE PROGRAM,,,UR,,,OBC,,,SC,,,ST,,,EWS,,,SIKH,,,PwBD,
1207,None,None,Shyam Lal College (Evening),None,None,B.A Program (Economics + Political Science),None,None,5,None,None,3,None,None,0,None,None,1,None,None,2,None,None,0,None,None,1,None,None
1208,None,None,"Shyama Prasad Mukherji College
For Women (W)",None,None,B.A. (Hons.) Applied Psychology,None,None,0,None,None,2,None,None,0,None,None,0,None,None,0,None,None,0,None,None,2,None,None
1209,None,None,"Shyama Prasad Mukherji College
For Women (W)",None,None,B.A. (Hons.) Economics,None,None,4,None,None,7,None,None,6,None,None,9,None,None,10,None,None,0,None,None,3,None,None
1210,None,None,"Shyama Prasad Mukherji College
For Women (W)",None,None,B.A. (Hons.) English,None,None,0,None,None,2,None,None,0,None,None,3,None,None,1,None,None,0,None,None,2,None,None
1211,None,None,"Shyama Prasad Mukherji College
For Women (W)",None,None,B.A. (Hons.) Hindi,None,None,5,None,None,13,None,None,7,None,None,4,None,None,5,None,None,0,None,None,3,None,None
1212,None,None,"Shyama Prasad Mukherji College
For Women (W)",None,None,B.A. (Hons.) History,None,None,6,None,None,2,None,None,0,None,None,4,None,None,2,None,None,0,None,None,3,None,None
1213,None,None,"Shyama Prasad Mukherji College
For Women (W)",None,None,B.A. (Hons.) Geography,None,None,0,None,None,3,None,None,1,None,None,1,None,None,0,None,None,0,None,None,3,None,None
1214,None,None,"Shyama Prasad Mukherji College
For Women (W)",None,None,B.Sc (Hons.) Mathematics,None,None,6,None,None,3,None,None,5,None,None,4,None,None,1,None,None,0,None,None,3,None,None
1215,None,None,"Shyama Prasad Mukherji College
For Women (W)",None,None,B.A. (Hons.) Philosophy,None,None,8,None,None,7,None,None,2,None,None,4,None,None,4,None,None,0,None,None,3,None,None
1216,None,None,"Shyama Prasad Mukherji College
For Women (W)",None,None,B.A. (Hons.) Political Science,None,None,2,None,None,2,None,None,0,None,None,3,None,None,6,None,None,0,None,None,6,None,None
1217,None,None,"Shyama Prasad Mukherji College
For Women (W)",None,None,B.A. (Hons.) Sanskrit,None,None,13,None,None,13,None,None,7,None,None,4,None,None,5,None,None,0,None,None,3,None,None
1218,None,None,"Shyama Prasad Mukherji College
For Women (W)",None,None,B.Com (Hons.),None,None,1,None,None,1,None,None,0,None,None,6,None,None,0,None,None,0,None,None,6,None,None
1219,None,None,"Shyama Prasad Mukherji College
For Women (W)",None,None,B.Com,None,None,3,None,None,11,None,None,0,None,None,11,None,None,3,None,None,0,None,None,7,None,None
1220,None,None,"Shyama Prasad Mukherji College
For Women (W)",None,None,B.Sc (Hons.) Computer Science,None,None,1,None,None,1,None,None,0,None,None,4,None,None,2,None,None,0,None,None,4,None,None
1221,None,None,"Shyama Prasad Mukherji College
For Women (W)",None,None,Bachelor of Elementary Education (B.El.Ed.),None,None,0,None,None,0,None,None,0,None,None,1,None,None,0,None,None,0,None,None,2,None,None
1222,None,None,"Shyama Prasad Mukherji College
For Women (W)",None,None,B.A Program (Hindi + Geography),None,None,1,None,None,2,None,None,0,None,None,0,None,None,1,None,None,0,None,None,0,None,None
1223,None,None,"Shyama Prasad Mukherji College
For Women (W)",None,None,B.A Program (Hindi + History),None,None,0,None,None,1,None,None,0,None,None,1,None,None,1,None,None,0,None,None,1,None,None
,S. NO.,,,NAME OF THE COLLEGE,,,NAME OF THE PROGRAM,,,UR,,,OBC,,,SC,,,ST,,,EWS,,,SIKH,,,PwBD,
1224,None,None,"Shyama Prasad Mukherji College
For Women (W)",None,None,B.A Program (Hindi + Philosophy),None,None,1,None,None,1,None,None,0,None,None,1,None,None,1,None,None,0,None,None,0,None,None
1225,None,None,"Shyama Prasad Mukherji College
For Women (W)",None,None,B.A Program (Hindi + Political Science),None,None,0,None,None,1,None,None,0,None,None,2,None,None,2,None,None,0,None,None,1,None,None
1226,None,None,"Shyama Prasad Mukherji College
For Women (W)",None,None,B.A Program (Sanskrit + History),None,None,2,None,None,2,None,None,1,None,None,1,None,None,1,None,None,0,None,None,0,None,None
1227,None,None,"Shyama Prasad Mukherji College
For Women (W)",None,None,B.A Program (Sanskrit + Music),None,None,3,None,None,2,None,None,1,None,None,1,None,None,1,None,None,0,None,None,0,None,None
1228,None,None,"Shyama Prasad Mukherji College
For Women (W)",None,None,B.A Program (Sanskrit + Political Science),None,None,1,None,None,4,None,None,2,None,None,1,None,None,1,None,None,0,None,None,1,None,None
1229,None,None,"Shyama Prasad Mukherji College
For Women (W)",None,None,B.A Program (Computer Applications + Economics),None,None,3,None,None,2,None,None,2,None,None,2,None,None,2,None,None,0,None,None,1,None,None
1230,None,None,"Shyama Prasad Mukherji College
For Women (W)",None,None,B.A Program (Computer Applications + Geography),None,None,1,None,None,2,None,None,2,None,None,1,None,None,0,None,None,0,None,None,0,None,None
1231,None,None,"Shyama Prasad Mukherji College
For Women (W)",None,None,B.A Program (Computer Applications + Mathematics),None,None,1,None,None,1,None,None,1,None,None,1,None,None,1,None,None,0,None,None,0,None,None
1232,None,None,"Shyama Prasad Mukherji College
For Women (W)",None,None,B.A Program (Economics + Food Technology),None,None,3,None,None,2,None,None,0,None,None,2,None,None,0,None,None,0,None,None,1,None,None
1233,None,None,"Shyama Prasad Mukherji College
For Women (W)",None,None,B.A Program (Economics + Geography),None,None,0,None,None,2,None,None,1,None,None,1,None,None,1,None,None,0,None,None,0,None,None
1234,None,None,"Shyama Prasad Mukherji College
For Women (W)",None,None,B.A Program (Economics + History),None,None,0,None,None,0,None,None,0,None,None,1,None,None,0,None,None,0,None,None,0,None,None
1235,None,None,"Shyama Prasad Mukherji College
For Women (W)",None,None,B.A Program (Economics + Mathematics),None,None,3,None,None,3,None,None,4,None,None,2,None,None,1,None,None,0,None,None,1,None,None
1236,None,None,"Shyama Prasad Mukherji College
For Women (W)",None,None,B.A Program (Economics + Philosophy),None,None,0,None,None,2,None,None,0,None,None,1,None,None,0,None,None,0,None,None,1,None,None
1237,None,None,"Shyama Prasad Mukherji College
For Women (W)",None,None,B.A Program (Economics + Political Science),None,None,2,None,None,0,None,None,0,None,None,0,None,None,2,None,None,0,None,None,1,None,None
1238,None,None,"Shyama Prasad Mukherji College
For Women (W)",None,None,B.A Program (Economics + Sociology),None,None,3,None,None,1,None,None,0,None,None,2,None,None,2,None,None,0,None,None,1,None,None
1239,None,None,"Shyama Prasad Mukherji College
For Women (W)",None,None,B.A Program (Food Technology (FT) + History),None,None,4,None,None,1,None,None,0,None,None,2,None,None,1,None,None,0,None,None,1,None,None
,S. NO.,,,NAME OF THE COLLEGE,,,NAME OF THE PROGRAM,,,UR,,,OBC,,,SC,,,ST,,,EWS,,,SIKH,,,PwBD,
1240,None,None,"Shyama Prasad Mukherji College
For Women (W)",None,None,B.A Program (Geography + History),None,None,1,None,None,0,None,None,0,None,None,1,None,None,0,None,None,0,None,None,0,None,None
1241,None,None,"Shyama Prasad Mukherji College
For Women (W)",None,None,B.A Program (Geography + Mathematics),None,None,1,None,None,0,None,None,1,None,None,1,None,None,1,None,None,0,None,None,0,None,None
1242,None,None,"Shyama Prasad Mukherji College
For Women (W)",None,None,B.A Program (Geography + Political Science),None,None,1,None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
1243,None,None,"Shyama Prasad Mukherji College
For Women (W)",None,None,B.A Program (History + Music),None,None,2,None,None,2,None,None,1,None,None,1,None,None,2,None,None,0,None,None,1,None,None
1244,None,None,"Shyama Prasad Mukherji College
For Women (W)",None,None,B.A Program (History + Philosophy),None,None,0,None,None,1,None,None,0,None,None,1,None,None,1,None,None,0,None,None,0,None,None
1245,None,None,"Shyama Prasad Mukherji College
For Women (W)",None,None,B.A Program (History + Political Science),None,None,0,None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,2,None,None
1246,None,None,"Shyama Prasad Mukherji College
For Women (W)",None,None,B.A Program (History + Sociology),None,None,1,None,None,0,None,None,1,None,None,0,None,None,0,None,None,0,None,None,1,None,None
1247,None,None,"Shyama Prasad Mukherji College
For Women (W)",None,None,B.A Program (Human Development and Family Empowerment (HDFE) + Political Science),None,None,0,None,None,2,None,None,1,None,None,2,None,None,4,None,None,0,None,None,3,None,None
1248,None,None,"Shyama Prasad Mukherji College
For Women (W)",None,None,B.A Program (Human Development and Family Empowerment (HDFE) + Sociology),None,None,3,None,None,1,None,None,0,None,None,1,None,None,0,None,None,0,None,None,0,None,None
1249,None,None,"Shyama Prasad Mukherji College
For Women (W)",None,None,B.A Program (Music + Political Science),None,None,0,None,None,4,None,None,2,None,None,1,None,None,2,None,None,0,None,None,1,None,None
1250,None,None,"Shyama Prasad Mukherji College
For Women (W)",None,None,B.A Program (Philosophy + Political Science),None,None,3,None,None,0,None,None,1,None,None,0,None,None,1,None,None,0,None,None,1,None,None
1251,None,None,"Shyama Prasad Mukherji College
For Women (W)",None,None,B.A Program (Sanskrit + Philosophy),None,None,1,None,None,2,None,None,1,None,None,1,None,None,1,None,None,0,None,None,0,None,None
1252,None,None,"Shyama Prasad Mukherji College
For Women (W)",None,None,B.A Program (Hindi + Sociology),None,None,0,None,None,0,None,None,0,None,None,1,None,None,1,None,None,0,None,None,0,None,None
1253,None,None,Sri Aurobindo College (Day),None,None,B.A. (Hons.) English,None,None,2,None,None,0,None,None,0,None,None,1,None,None,2,None,None,0,None,None,3,None,None
1254,None,None,Sri Aurobindo College (Day),None,None,B.A. (Hons.) Hindi,None,None,0,None,None,16,None,None,8,None,None,4,None,None,6,None,None,0,None,None,3,None,None
1255,None,None,Sri Aurobindo College (Day),None,None,B.A. (Hons.) Political Science,None,None,1,None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,3,None,None
1256,None,None,Sri Aurobindo College (Day),None,None,B.Com,None,None,9,None,None,0,None,None,0,None,None,17,None,None,0,None,None,0,None,None,17,None,None
1257,None,None,Sri Aurobindo College (Day),None,None,B.Com (Hons.),None,None,1,None,None,0,None,None,0,None,None,1,None,None,0,None,None,0,None,None,4,None,None
1258,None,None,Sri Aurobindo College (Day),None,None,B.Sc (Prog.) Life Science,None,None,1,None,None,4,None,None,2,None,None,2,None,None,4,None,None,0,None,None,3,None,None
1259,None,None,Sri Aurobindo College (Day),None,None,B.Sc (Hons.) Electronics,None,None,6,None,None,2,None,None,2,None,None,3,None,None,0,None,None,0,None,None,2,None,None
,S. NO.,,,NAME OF THE COLLEGE,,,NAME OF THE PROGRAM,,,UR,,,OBC,,,SC,,,ST,,,EWS,,,SIKH,,,PwBD,
1260,None,None,Sri Aurobindo College (Day),None,None,B.Sc (Prog.) Physical Science with Chemistry,None,None,15,None,None,10,None,None,15,None,None,9,None,None,11,None,None,0,None,None,6,None,None
1261,None,None,Sri Aurobindo College (Day),None,None,B.A Program (Sanskrit + Economics),None,None,1,None,None,2,None,None,2,None,None,1,None,None,0,None,None,0,None,None,1,None,None
1262,None,None,Sri Aurobindo College (Day),None,None,B.A Program (Sanskrit + History),None,None,0,None,None,0,None,None,2,None,None,1,None,None,1,None,None,0,None,None,1,None,None
1263,None,None,Sri Aurobindo College (Day),None,None,B.A Program (Sanskrit + Political Science),None,None,0,None,None,3,None,None,1,None,None,1,None,None,1,None,None,0,None,None,1,None,None
1264,None,None,Sri Aurobindo College (Day),None,None,B.A Program (Commerce + Economics),None,None,3,None,None,0,None,None,0,None,None,5,None,None,0,None,None,0,None,None,4,None,None
1265,None,None,Sri Aurobindo College (Day),None,None,B.A Program (Economics + History),None,None,2,None,None,3,None,None,0,None,None,0,None,None,2,None,None,0,None,None,2,None,None
1266,None,None,Sri Aurobindo College (Day),None,None,B.A Program (Economics + Political Science),None,None,0,None,None,0,None,None,0,None,None,1,None,None,0,None,None,0,None,None,4,None,None
1267,None,None,Sri Aurobindo College (Day),None,None,B.A Program (History + Political Science),None,None,3,None,None,0,None,None,0,None,None,0,None,None,7,None,None,0,None,None,6,None,None
1268,None,None,Sri Aurobindo College (Evening),None,None,B.A. (Hons.) English,None,None,8,None,None,4,None,None,0,None,None,2,None,None,1,None,None,0,None,None,2,None,None
1269,None,None,Sri Aurobindo College (Evening),None,None,B.A. (Hons.) Economics,None,None,6,None,None,3,None,None,0,None,None,4,None,None,0,None,None,0,None,None,2,None,None
1270,None,None,Sri Aurobindo College (Evening),None,None,B.Com,None,None,5,None,None,0,None,None,0,None,None,22,None,None,0,None,None,0,None,None,11,None,None
1271,None,None,Sri Aurobindo College (Evening),None,None,B.Com (Hons.),None,None,1,None,None,0,None,None,0,None,None,7,None,None,0,None,None,0,None,None,4,None,None
1272,None,None,Sri Aurobindo College (Evening),None,None,B.A. (Hons.) Hindi,None,None,7,None,None,15,None,None,9,None,None,4,None,None,6,None,None,0,None,None,2,None,None
1273,None,None,Sri Aurobindo College (Evening),None,None,B.A. (Hons.) Applied Psychology,None,None,2,None,None,2,None,None,0,None,None,0,None,None,6,None,None,0,None,None,2,None,None
1274,None,None,Sri Aurobindo College (Evening),None,None,B.A Program (English + History),None,None,3,None,None,1,None,None,0,None,None,1,None,None,2,None,None,0,None,None,0,None,None
1275,None,None,Sri Aurobindo College (Evening),None,None,B.A Program (Economics + Political Science),None,None,0,None,None,1,None,None,0,None,None,1,None,None,3,None,None,0,None,None,0,None,None
1276,None,None,Sri Aurobindo College (Evening),None,None,B.A Program (Economics + History),None,None,0,None,None,0,None,None,0,None,None,0,None,None,2,None,None,0,None,None,0,None,None
1277,None,None,Sri Aurobindo College (Evening),None,None,B.A Program (Economics + Music),None,None,0,None,None,0,None,None,1,None,None,0,None,None,1,None,None,0,None,None,0,None,None
1278,None,None,Sri Aurobindo College (Evening),None,None,B.A Program (English + Political Science),None,None,3,None,None,6,None,None,0,None,None,0,None,None,1,None,None,0,None,None,0,None,None
1279,None,None,Sri Aurobindo College (Evening),None,None,B.A Program (English + Sanskrit),None,None,2,None,None,2,None,None,0,None,None,1,None,None,1,None,None,0,None,None,0,None,None
1280,None,None,Sri Aurobindo College (Evening),None,None,B.A Program (Hindi + History),None,None,5,None,None,0,None,None,1,None,None,1,None,None,0,None,None,0,None,None,0,None,None
1281,None,None,Sri Aurobindo College (Evening),None,None,B.A Program (Hindi + Political Science),None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
1282,None,None,Sri Aurobindo College (Evening),None,None,B.A Program (Hindi + Music),None,None,1,None,None,1,None,None,1,None,None,1,None,None,1,None,None,0,None,None,0,None,None
1283,None,None,Sri Aurobindo College (Evening),None,None,B.A Program (Hindi + Sanskrit),None,None,2,None,None,1,None,None,1,None,None,1,None,None,1,None,None,0,None,None,0,None,None
1284,None,None,Sri Aurobindo College (Evening),None,None,B.A Program (Hindi + Physical Education),None,None,0,None,None,2,None,None,0,None,None,1,None,None,1,None,None,0,None,None,0,None,None
1285,None,None,Sri Aurobindo College (Evening),None,None,B.A Program (History + Political Science),None,None,4,None,None,2,None,None,0,None,None,4,None,None,3,None,None,0,None,None,0,None,None
1286,None,None,Sri Aurobindo College (Evening),None,None,B.A Program (History + Physical Education),None,None,0,None,None,0,None,None,0,None,None,0,None,None,1,None,None,0,None,None,0,None,None
1287,None,None,Sri Aurobindo College (Evening),None,None,B.A Program (History + Music),None,None,1,None,None,0,None,None,0,None,None,1,None,None,1,None,None,0,None,None,0,None,None
1288,None,None,Sri Aurobindo College (Evening),None,None,B.A Program (English + Music),None,None,1,None,None,0,None,None,0,None,None,1,None,None,1,None,None,0,None,None,0,None,None
1289,None,None,Sri Aurobindo College (Evening),None,None,B.A Program (English + Physical Education),None,None,0,None,None,0,None,None,0,None,None,0,None,None,1,None,None,0,None,None,0,None,None
1290,None,None,Sri Aurobindo College (Evening),None,None,B.A Program (Economics + Sanskrit),None,None,0,None,None,2,None,None,0,None,None,1,None,None,0,None,None,0,None,None,0,None,None
1291,None,None,Sri Aurobindo College (Evening),None,None,B.A Program (Economics + Physical Education),None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
,S. NO.,,,NAME OF THE COLLEGE,,,NAME OF THE PROGRAM,,,UR,,,OBC,,,SC,,,ST,,,EWS,,,SIKH,,,PwBD,
1292,None,None,Sri Aurobindo College (Evening),None,None,B.A Program (History + Sanskrit),None,None,3,None,None,1,None,None,0,None,None,1,None,None,1,None,None,0,None,None,0,None,None
1293,None,None,"Sri Guru Gobind Singh College of
Commerce",None,None,B.Com (Hons.),None,None,3,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
1294,None,None,"Sri Guru Gobind Singh College of
Commerce",None,None,B.Com,None,None,2,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,1,None,None
1295,None,None,"Sri Guru Gobind Singh College of
Commerce",None,None,B.A. (Hons.) Economics,None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,4,None,None
1296,None,None,"Sri Guru Gobind Singh College of
Commerce",None,None,B.Sc (Hons.) Computer Science,None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,2,None,None
1297,None,None,"Sri Guru Gobind Singh College of
Commerce",None,None,B.A. (Hons.) Business Economics,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,1,None,None
1298,None,None,"Sri Guru Gobind Singh College of
Commerce",None,None,Bachelor of Management Studies (BMS),None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
1299,None,None,"Sri Guru Gobind Singh College of
Commerce",None,None,B.A. (Hons.) Punjabi,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,12,None,None,2,None,None
1300,None,None,Sri Guru Nanak Dev Khalsa College,None,None,B.Com (Hons.),None,None,4,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,4,None,None
1301,None,None,Sri Guru Nanak Dev Khalsa College,None,None,B.A. (Hons.) English,None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,1,None,None,1,None,None
1302,None,None,Sri Guru Nanak Dev Khalsa College,None,None,B.A. (Hons.) Hindi,None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,15,None,None,2,None,None
1303,None,None,Sri Guru Nanak Dev Khalsa College,None,None,B.A. (Hons.) Punjabi,None,None,13,None,None,0,None,None,0,None,None,0,None,None,0,None,None,14,None,None,2,None,None
1304,None,None,Sri Guru Nanak Dev Khalsa College,None,None,B.A. (Hons.) History,None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,4,None,None,0,None,None
1305,None,None,Sri Guru Nanak Dev Khalsa College,None,None,B.A. (Hons.) Political Science,None,None,5,None,None,0,None,None,0,None,None,0,None,None,0,None,None,2,None,None,2,None,None
1306,None,None,Sri Guru Nanak Dev Khalsa College,None,None,B.A. (Hons.) Hindi Patrakarita,None,None,8,None,None,0,None,None,0,None,None,0,None,None,0,None,None,20,None,None,2,None,None
1307,None,None,Sri Guru Nanak Dev Khalsa College,None,None,B.Com,None,None,7,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,9,None,None
1308,None,None,Sri Guru Nanak Dev Khalsa College,None,None,B.A. (Hons.) Business Economics,None,None,7,None,None,0,None,None,0,None,None,0,None,None,0,None,None,1,None,None,2,None,None
1309,None,None,Sri Guru Nanak Dev Khalsa College,None,None,B.Sc (Hons.) Mathematics,None,None,3,None,None,0,None,None,0,None,None,0,None,None,0,None,None,21,None,None,2,None,None
1310,None,None,Sri Guru Nanak Dev Khalsa College,None,None,B.A Program (English + Economics),None,None,2,None,None,0,None,None,0,None,None,0,None,None,0,None,None,1,None,None,1,None,None
1311,None,None,Sri Guru Nanak Dev Khalsa College,None,None,B.A Program (English + Political Science),None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,2,None,None,0,None,None
1312,None,None,Sri Guru Nanak Dev Khalsa College,None,None,B.A Program (Punjabi + Economics),None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,2,None,None,0,None,None
1313,None,None,Sri Guru Nanak Dev Khalsa College,None,None,B.A Program (Punjabi + History),None,None,2,None,None,0,None,None,0,None,None,0,None,None,0,None,None,5,None,None,0,None,None
1314,None,None,Sri Guru Nanak Dev Khalsa College,None,None,B.A Program (Economics + Political Science),None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,4,None,None,0,None,None
1315,None,None,Sri Guru Nanak Dev Khalsa College,None,None,B.A Program (History + Political Science),None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,2,None,None,1,None,None
1316,None,None,Sri Guru Nanak Dev Khalsa College,None,None,B.A Program (Punjabi + Political Science),None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,3,None,None,0,None,None
,S. NO.,,,NAME OF THE COLLEGE,,,NAME OF THE PROGRAM,,,UR,,,OBC,,,SC,,,ST,,,EWS,,,SIKH,,,PwBD,
1317,None,None,Sri Guru Nanak Dev Khalsa College,None,None,B.A Program (English + History),None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,3,None,None,0,None,None
1318,None,None,Sri Guru Nanak Dev Khalsa College,None,None,B.A Program (Economics + History),None,None,2,None,None,0,None,None,0,None,None,0,None,None,0,None,None,2,None,None,1,None,None
1319,None,None,"Sri Guru Tegh Bahadur Khalsa
College",None,None,B.A. (Hons.) English,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
1320,None,None,"Sri Guru Tegh Bahadur Khalsa
College",None,None,B.A. (Hons.) Hindi,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,19,None,None,2,None,None
1321,None,None,"Sri Guru Tegh Bahadur Khalsa
College",None,None,B.A. (Hons.) Punjabi,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,10,None,None,1,None,None
1322,None,None,"Sri Guru Tegh Bahadur Khalsa
College",None,None,B.Sc (Hons.) Computer Science,None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,1,None,None
1323,None,None,"Sri Guru Tegh Bahadur Khalsa
College",None,None,B.A. (Hons.) Economics,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,2,None,None
1324,None,None,"Sri Guru Tegh Bahadur Khalsa
College",None,None,B.A. (Hons.) History,None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,1,None,None,0,None,None
1325,None,None,"Sri Guru Tegh Bahadur Khalsa
College",None,None,B.A. (Hons.) Political Science,None,None,2,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
1326,None,None,"Sri Guru Tegh Bahadur Khalsa
College",None,None,B.Com (Hons.),None,None,3,None,None,0,None,None,0,None,None,0,None,None,0,None,None,1,None,None,0,None,None
1327,None,None,"Sri Guru Tegh Bahadur Khalsa
College",None,None,B.Com,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,1,None,None,0,None,None
1328,None,None,"Sri Guru Tegh Bahadur Khalsa
College",None,None,B.Sc (Hons.) Botany,None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,7,None,None,2,None,None
1329,None,None,"Sri Guru Tegh Bahadur Khalsa
College",None,None,B.Sc (Hons.) Chemistry,None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,3,None,None,1,None,None
1330,None,None,"Sri Guru Tegh Bahadur Khalsa
College",None,None,B.Sc (Hons.) Electronics,None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,5,None,None,1,None,None
1331,None,None,"Sri Guru Tegh Bahadur Khalsa
College",None,None,B.Sc (Hons.) Mathematics,None,None,3,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,2,None,None
1332,None,None,"Sri Guru Tegh Bahadur Khalsa
College",None,None,B.Sc (Hons.) Physics,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,11,None,None,2,None,None
1333,None,None,"Sri Guru Tegh Bahadur Khalsa
College",None,None,B.Sc (Hons.) Zoology,None,None,3,None,None,0,None,None,0,None,None,0,None,None,0,None,None,3,None,None,1,None,None
,S. NO.,,,NAME OF THE COLLEGE,,,NAME OF THE PROGRAM,,,UR,,,OBC,,,SC,,,ST,,,EWS,,,SIKH,,,PwBD,
1334,None,None,"Sri Guru Tegh Bahadur Khalsa
College",None,None,B.Sc (Prog.) Physical Science with Chemistry,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,18,None,None,2,None,None
1335,None,None,"Sri Guru Tegh Bahadur Khalsa
College",None,None,B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,2,None,None,1,None,None
1336,None,None,"Sri Guru Tegh Bahadur Khalsa
College",None,None,B.A. (Hons.) Business Economics,None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
1337,None,None,"Sri Guru Tegh Bahadur Khalsa
College",None,None,B.Sc (Prog.) Life Science,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,2,None,None
1338,None,None,"Sri Guru Tegh Bahadur Khalsa
College",None,None,B.A Program (Economics + History),None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
1339,None,None,"Sri Guru Tegh Bahadur Khalsa
College",None,None,B.A Program (Economics + Mathematics),None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
1340,None,None,"Sri Guru Tegh Bahadur Khalsa
College",None,None,B.A Program (Economics + Music),None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
1341,None,None,"Sri Guru Tegh Bahadur Khalsa
College",None,None,B.A Program (Economics + Political Science),None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
1342,None,None,"Sri Guru Tegh Bahadur Khalsa
College",None,None,B.A Program (History + Music),None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
1343,None,None,"Sri Guru Tegh Bahadur Khalsa
College",None,None,B.A Program (History + Political Science),None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
1344,None,None,"Sri Guru Tegh Bahadur Khalsa
College",None,None,B.A Program (Mathematics + Music),None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
1345,None,None,"Sri Guru Tegh Bahadur Khalsa
College",None,None,B.A Program (Mathematics + Political Science),None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
1346,None,None,Sri Venketeswara College,None,None,B.Com,None,None,3,None,None,2,None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None
1347,None,None,Sri Venketeswara College,None,None,B.Com (Hons.),None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
1348,None,None,Sri Venketeswara College,None,None,B.A. (Hons.) English,None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
1349,None,None,Sri Venketeswara College,None,None,B.A. (Hons.) Hindi,None,None,0,None,None,0,None,None,0,None,None,4,None,None,5,None,None,0,None,None,2,None,None
