S.NO.,NAME OF THE COLLEGE,NAME OF THE PROGRAM,UR,OBC,SC,ST,EWS,SIKH,PwBD
751,Ramjas College,B.Sc (Hons.) Statistics,0,2,0,0,0,0,3
752,Ramjas College,B.Sc (Hons.) Botany,1,1,0,2,0,0,3
753,Ramjas College,B.Sc (Hons.) Zoology,3,0,1,0,0,0,0
754,Ramjas College,B.A Program (Sanskrit + Any one out of these (English/Hindi/History/Pol. Science/Economics/Mathematics/Philosophy)),0,0,0,0,0,0,1
755,Ramjas College,B.A Program (Philosophy + Any one out of these (English/Hindi/History/Pol. Science/Economics/Mathematics/Sanskrit)),1,0,0,0,0,0,0
756,Ramjas College,Science/Economics/Mathematics)),1,1,0,0,1,0,0
757,Satyawati College,B.Sc (Hons.) Mathematics,7,5,1,4,2,0,3
758,Satyawati College,B.A. (Hons.) Economics,8,2,2,5,2,0,4
759,Satyawati College,B.A. (Hons.) English,0,2,0,1,1,0,3
760,Satyawati College,B.A. (Hons.) Hindi,0,11,7,4,6,0,3
761,Satyawati College,B.A. (Hons.) History,1,3,0,1,7,0,4
762,Satyawati College,B.A. (Hons.) Political Science,2,0,0,0,1,0,1
763,Satyawati College,B.A. (Hons.) Sanskrit,9,13,8,4,6,0,3
764,Satyawati College,B.A. (Hons.) Urdu,17,14,9,4,6,0,3
765,Satyawati College,B.Com,6,0,0,9,1,0,9
766,Satyawati College,B.Com (Hons.),2,2,1,6,0,0,8
767,Satyawati College (Evening),B.A. (Hons.) Economics,2,4,3,4,3,0,0
768,Satyawati College (Evening),B.A. (Hons.) English,9,6,2,3,4,0,0
769,Satyawati College (Evening),B.A. (Hons.) Hindi,11,16,8,4,5,0,0
770,Satyawati College (Evening),B.A. (Hons.) History,4,2,0,0,3,0,0
771,Satyawati College (Evening),B.A. (Hons.) Political Science,2,0,1,2,3,0,0
772,Satyawati College (Evening),B.Com,5,1,0,18,0,0,0
773,Satyawati College (Evening),B.Com (Hons.),1,0,0,12,0,0,0
774,Shaheed Bhagat Singh College,B.Com (Hons.),4,3,2,0,1,0,18
775,Shaheed Bhagat Singh College,B.Com,2,3,2,1,1,0,6
776,Shaheed Bhagat Singh College,B.A. (Hons.) Economics,1,2,0,1,0,0,3
777,Shaheed Bhagat Singh College,B.A. (Hons.) History,2,1,0,0,0,0,3
778,Shaheed Bhagat Singh College,B.A. (Hons.) Political Science,1,1,0,0,1,0,0
779,Shaheed Bhagat Singh College,B.A. (Hons.) Geography,0,1,0,2,0,0,2
780,Shaheed Bhagat Singh College,B.A. (Hons.) Hindi,1,10,4,4,5,0,3
781,Shaheed Bhagat Singh College,B.A. (Hons.) English,2,4,1,0,1,0,1
782,Shaheed Bhagat Singh College,B.Sc (Hons.) Mathematics,3,1,0,2,1,0,3
783,Shaheed Bhagat Singh College (Evening),B.A. (Hons.) Geography,1,0,0,1,0,0,4
784,Shaheed Bhagat Singh College (Evening),B.A. (Hons.) Political Science,0,0,0,0,2,0,4
785,Shaheed Bhagat Singh College (Evening),B.Com,8,0,0,27,0,0,22
786,Shaheed Bhagat Singh College (Evening),B.Com (Hons.),2,2,1,0,0,0,4
787,Shaheed Bhagat Singh College (Evening),B.A Program (English + Economics),1,0,1,0,0,0,1
788,Shaheed Bhagat Singh College (Evening),B.A Program (Economics + Geography),0,4,1,0,1,0,1
789,Shaheed Bhagat Singh College (Evening),B.A Program (Economics + History),1,0,0,0,1,0,1
790,Shaheed Bhagat Singh College (Evening),B.A Program (Economics + Political Science),0,0,0,0,0,0,1
791,Shaheed Bhagat Singh College (Evening),B.A Program (Geography + History),1,1,1,0,1,0,1
792,Shaheed Bhagat Singh College (Evening),B.A Program (Geography + Political Science),2,0,0,0,0,0,2
793,Shaheed Bhagat Singh College (Evening),B.A Program (History + Political Science),2,1,0,0,3,0,3
794,Shaheed Rajguru College of Applied,,0,0,0,0,0,0,0
795,Sciences for Women (W),B.Sc (Hons.) Electronics,7,4,2,3,1,0,2
796,Shaheed Rajguru College of Applied,,0,0,0,0,0,0,0
797,Sciences for Women (W),B.Sc (Hons.) Instrumentation,5,5,6,3,3,0,2
798,Shaheed Rajguru College of Applied,,0,0,0,0,0,0,0
799,Sciences for Women (W),B.Sc (Hons.) Food Technology,0,1,0,0,1,0,2
800,Shaheed Rajguru College of Applied,,0,0,0,0,0,0,0
801,Sciences for Women (W),B.Sc (Hons.) Computer Science,2,2,1,3,1,0,3
802,Shaheed Rajguru College of Applied,,0,0,0,0,0,0,0
803,Sciences for Women (W),B.Sc (Hons.) Biomedical Science,0,0,0,1,0,0,0
804,Shaheed Rajguru College of Applied,,0,0,0,0,0,0,0
805,Sciences for Women (W),B.Sc (Hons.) Physics,6,12,6,4,5,0,3
806,Shaheed Rajguru College of Applied,,0,0,0,0,0,0,0
807,Sciences for Women (W),B.Sc (Hons.) Mathematics,7,6,7,4,0,0,3
808,Shaheed Rajguru College of Applied,,0,0,0,0,0,0,0
809,Sciences for Women (W),B.Sc (Hons.) Chemistry,3,8,0,3,4,0,2
810,Shaheed Rajguru College of Applied,,0,0,0,0,0,0,0
811,Sciences for Women (W),B.A. (Hons.) Psychology,2,1,0,0,0,0,3
812,Shaheed Rajguru College of Applied,,0,0,0,0,0,0,0
813,Sciences for Women (W),B.Sc (Hons.) Statistics,0,5,3,3,0,0,3
814,Shaheed Rajguru College of Applied,,0,0,0,0,0,0,0
815,Sciences for Women (W),B.Sc (Hons.) Microbiology,2,0,1,1,0,0,1
816,Shaheed Rajguru College of Applied,,0,0,0,0,0,0,0
817,Sciences for Women (W),Bachelor of Business Administration (Financial Investment Analysis) (BBA(FIA)),0,1,0,2,0,0,2
818,Shaheed Rajguru College of Applied,,0,0,0,0,0,0,0
819,Sciences for Women (W),Bachelor of Management Studies (BMS),2,1,0,4,1,0,3
820,Shaheed Rajguru College of Applied,,0,0,0,0,0,0,0
821,Sciences for Women (W),B.Sc (Hons.) Bio-Chemistry,2,4,0,1,2,0,2
822,Shaheed Sukhdev College Business,,0,0,0,0,0,0,0
823,Studies,B.Sc (Hons.) Computer Science,2,0,0,1,0,0,3
824,Shaheed Sukhdev College Business,,0,0,0,0,0,0,0
825,Studies,Bachelor of Management Studies (BMS),0,1,0,0,0,0,0
826,Shaheed Sukhdev College Business,,0,0,0,0,0,0,0
827,Studies,Bachelor of Business Administration (Financial Investment Analysis) (BBA(FIA)),1,0,0,0,0,0,0
828,Shivaji College,B.A. (Hons.) Economics,0,0,0,4,0,0,3
829,Shivaji College,B.A. (Hons.) English,2,1,0,1,1,0,3
830,Shivaji College,B.A. (Hons.) Geography,0,0,0,0,0,0,2
831,Shivaji College,B.A. (Hons.) Hindi,0,13,8,4,6,0,3
832,Shivaji College,B.A. (Hons.) History,0,0,0,0,0,0,3
833,Shivaji College,B.A. (Hons.) Political Science,2,0,0,0,0,0,2
834,Shivaji College,B.A. (Hons.) Sanskrit,11,14,9,4,6,0,3
835,Shivaji College,B.Com,0,0,0,2,0,0,5
836,Shivaji College,B.Com (Hons.),0,1,0,4,0,0,5
837,Shivaji College,B.Sc (Prog.) Life Science,6,4,3,1,4,0,6
838,Shivaji College,B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,5,3,3,6,2,0,4
839,Shivaji College,B.Sc (Prog.) Physical Science with Chemistry,3,4,4,3,4,0,2
840,Shivaji College,B.Sc (Hons.) Bio-Chemistry,1,0,0,0,0,0,2
841,Shivaji College,B.Sc (Hons.) Botany,4,4,1,1,1,0,2
842,Shivaji College,B.Sc (Hons.) Chemistry,2,0,0,3,1,0,2
843,Shivaji College,B.Sc (Hons.) Mathematics,6,9,2,9,8,0,6
844,Shivaji College,B.Sc (Hons.) Physics,5,6,6,5,2,0,4
845,Shivaji College,B.Sc (Hons.) Zoology,3,0,0,1,1,0,2
846,Shivaji College,B.A. (Hons.) Business Economics,3,0,0,6,1,0,4
847,Shri Ram College of Commerce,B.Com (Hons.),0,0,0,0,0,0,1
848,Shri Ram College of Commerce,B.A. (Hons.) Economics,0,0,0,0,0,0,0
849,Shyam Lal College,B.A. (Hons.) Economics,9,8,6,8,4,0,6
850,Shyam Lal College,B.A. (Hons.) English,6,7,1,4,6,0,5
851,Shyam Lal College,B.A. (Hons.) Hindi,4,16,7,4,6,0,3
852,Shyam Lal College,B.A. (Hons.) History,1,1,0,2,4,0,3
853,Shyam Lal College,B.A. (Hons.) Political Science,5,1,0,0,0,0,1
854,Shyam Lal College,B.Com,16,6,0,17,0,0,13
855,Shyam Lal College,B.Com (Hons.),10,4,0,11,2,0,11
856,Shyam Lal College,B.Sc (Prog.) Physical Science with Electronics,17,13,9,5,7,0,3
857,Shyam Lal College,B.Sc (Prog.) Physical Science with Chemistry,31,28,18,11,15,0,8
858,Shyam Lal College,B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,7,7,1,5,4,0,3
859,Shyam Lal College,B.Sc (Hons.) Chemistry,4,5,2,2,0,0,2
860,Shyam Lal College,B.Sc (Hons.) Mathematics,14,5,1,3,0,0,2
861,Shyam Lal College (Evening),B.Com,14,15,4,17,8,0,12
862,Shyam Lal College (Evening),B.Com (Hons.),1,1,0,6,0,0,4
863,Shyam Lal College (Evening),B.A. (Hons.) Economics,15,9,5,4,4,0,3
864,Shyam Lal College (Evening),B.A. (Hons.) Hindi,12,16,8,4,6,0,3
865,Shyam Lal College (Evening),B.A. (Hons.) Political Science,4,2,0,0,3,0,3
866,Shyama Prasad Mukherji College,,0,0,0,0,0,0,0
867,For Women (W),B.A. (Hons.) Applied Psychology,0,2,0,0,0,0,2
868,Shyama Prasad Mukherji College,,0,0,0,0,0,0,0
869,For Women (W),B.A. (Hons.) Economics,4,7,6,9,10,0,3
870,Shyama Prasad Mukherji College,,0,0,0,0,0,0,0
